GiaMoCua,KhoiLuong,BienDong,ChiSoRSI,TangGia
57.1,21878.0,4.81,50.1,0
42.3,7405.0,4.74,34.8,1
88.9,44444.0,4.03,48.3,1
45.3,23039.0,4.96,59.7,0
83.5,10537.0,2.95,65.1,0
49.5,19020.0,4.83,65.2,0
43.9,21292.0,0.84,54.7,0
51.6,41549.0,2.15,74.3,0
37.1,36947.0,1.51,69.0,1
77.3,38696.0,1.38,65.4,1
55.2,1541.0,1.13,23.3,0
30.9,21392.0,3.3,20.4,1
91.0,24586.0,4.02,32.7,1
44.6,1940.0,3.1,59.8,0
58.9,13731.0,1.16,44.7,1
91.6,38254.0,4.15,44.1,1
66.2,7718.0,3.36,73.1,0
20.5,27230.0,2.25,73.7,0
94.6,11545.0,3.53,74.6,0
66.5,1594.0,1.67,38.8,1
40.1,12819.0,2.05,61.5,0
22.5,48818.0,4.63,36.3,1
81.5,40275.0,1.81,31.4,1
65.8,48019.0,2.61,31.1,1
58.0,24905.0,4.51,40.5,1
90.5,6377.0,3.68,45.8,1
81.0,27850.0,0.78,69.9,0
23.7,23264.0,1.16,27.2,1
38.1,42373.0,0.54,64.1,0
32.4,5806.0,3.34,51.9,0
77.0,24924.0,2.51,37.3,1
13.0,8352.0,1.1,49.6,1
61.3,16909.0,4.81,38.0,0
78.6,37130.0,2.88,55.8,0
88.9,24325.0,1.59,46.0,1
40.8,19419.0,2.75,29.9,1
83.9,20329.0,3.56,27.0,1
20.0,23513.0,0.84,52.8,1
86.2,39466.0,1.74,74.1,0
21.5,44712.0,4.13,40.6,1
45.8,47811.0,2.57,64.0,0
81.8,39558.0,2.96,59.5,1
23.5,16455.0,2.45,75.9,0
30.6,34719.0,0.7,69.3,1
75.0,22443.0,1.25,54.0,1
74.8,13479.0,2.5,59.4,1
67.7,42203.0,1.44,73.9,1
72.5,2883.0,0.72,44.0,1
58.8,45186.0,4.3,39.6,1
32.7,23612.0,4.92,20.6,1
41.1,32223.0,4.07,69.6,0
26.3,33308.0,4.34,68.1,0
91.8,44861.0,1.59,26.3,1
62.5,32197.0,4.82,54.6,0
46.1,31083.0,1.39,47.8,0
51.6,4266.0,4.78,27.1,1
95.3,26402.0,4.98,78.8,0
23.8,8358.0,3.7,32.9,1
62.8,37134.0,4.92,24.0,1
55.5,26099.0,3.06,55.7,1
65.0,34331.0,1.67,64.3,1
11.6,3042.0,2.47,21.9,1
88.5,5155.0,3.17,59.5,0
93.9,36100.0,0.83,51.9,1
60.9,4532.0,3.3,26.2,1
72.7,4492.0,4.92,30.4,1
93.0,1593.0,1.36,54.1,0
73.7,47869.0,4.07,37.8,1
23.7,37138.0,4.59,76.3,1
61.9,18309.0,4.75,69.1,0
64.6,15530.0,4.82,79.0,0
48.2,18135.0,2.85,35.6,1
76.3,38958.0,4.9,78.2,0
94.1,33407.0,3.91,45.9,1
93.3,10075.0,1.23,40.9,0
50.6,9531.0,2.65,23.0,1
20.2,5821.0,3.73,23.2,1
98.6,33355.0,1.61,61.5,1
85.5,38454.0,3.38,47.5,0
21.2,13987.0,3.5,33.6,1
92.9,2026.0,1.23,56.8,0
88.3,5026.0,3.04,35.2,0
56.7,48425.0,3.97,54.7,0
63.2,15477.0,2.75,41.6,0
45.9,38692.0,0.55,69.4,0
14.9,31609.0,0.54,69.2,0
40.2,19715.0,2.11,48.6,1
82.3,11079.0,4.67,41.0,1
10.4,6948.0,1.53,41.8,1
40.0,31136.0,3.35,68.3,0
45.8,38957.0,1.5,39.7,1
58.4,32551.0,1.95,32.5,1
92.8,26985.0,4.32,25.1,1
41.2,3056.0,3.78,48.0,0
41.2,48456.0,0.93,48.9,1
76.4,40137.0,2.43,70.5,1
50.7,15348.0,0.63,33.3,1
30.2,49019.0,2.66,42.9,1
50.7,30492.0,3.48,68.5,0
22.7,29539.0,1.03,69.4,0
25.9,37656.0,1.8,43.1,1
54.9,40777.0,2.29,47.5,1
47.7,33167.0,4.64,38.2,1
92.3,7277.0,4.97,76.0,0
42.6,17575.0,0.7,27.1,1
62.3,46476.0,3.92,76.0,1
66.9,12006.0,2.17,61.0,1
11.2,19236.0,2.27,51.9,0
69.7,22172.0,3.89,22.0,1
26.0,22531.0,4.63,48.5,1
96.5,31034.0,4.78,44.5,1
23.4,47211.0,3.1,29.7,1
47.3,12794.0,2.11,59.4,0
17.7,6954.0,4.04,78.3,0
99.7,10676.0,1.63,53.7,1
55.2,44459.0,3.04,62.9,0
63.6,32645.0,2.11,24.1,1
16.0,15009.0,3.45,45.1,0
77.5,40981.0,1.58,27.0,1
28.9,43207.0,1.36,56.8,0
90.8,42479.0,4.63,76.3,0
28.5,46027.0,0.96,59.7,1
27.2,13360.0,2.78,24.6,1
13.3,37997.0,1.49,41.3,1
52.5,23566.0,0.68,53.0,0
60.8,42258.0,0.66,44.2,1
15.9,36696.0,1.29,70.0,0
79.8,39046.0,4.4,68.9,0
50.8,33152.0,1.77,56.7,0
57.2,9694.0,4.78,42.4,1
49.7,27706.0,3.12,35.3,1
46.1,49249.0,2.46,26.4,1
60.4,46932.0,3.11,41.3,1
24.0,3116.0,2.83,44.8,1
26.4,9076.0,3.91,60.5,1
87.6,7455.0,1.77,59.5,0
95.2,36573.0,2.09,24.2,1
43.6,41071.0,4.52,43.7,1
34.4,11462.0,4.76,30.9,1
68.0,25787.0,4.52,29.4,1
46.8,42194.0,2.39,69.6,1
12.3,36907.0,4.01,22.5,1
24.1,27570.0,2.64,45.2,1
74.4,29927.0,2.74,30.1,1
69.3,25910.0,1.42,72.8,0
12.4,15580.0,3.16,53.4,1
30.0,28686.0,1.34,33.9,1
30.8,34755.0,1.99,50.1,1
70.5,43793.0,4.35,63.9,1
11.8,32178.0,1.43,77.5,0
19.4,38295.0,0.82,33.2,1
82.0,8844.0,0.81,73.2,1
26.1,23616.0,4.73,76.1,0
68.7,1457.0,2.78,75.0,0
31.4,13087.0,2.34,58.1,0
18.9,36597.0,4.15,57.8,1
31.9,49599.0,4.26,44.2,1
75.0,5860.0,1.99,65.1,0
87.0,20673.0,3.62,51.9,1
84.7,40203.0,3.97,60.6,0
45.7,10998.0,3.45,45.7,1
70.1,28199.0,1.18,63.9,1
28.4,36920.0,4.44,69.5,1
36.4,31183.0,2.93,28.8,1
90.7,10213.0,1.77,70.0,0
11.2,18414.0,2.41,52.4,1
17.7,39406.0,0.67,70.7,0
28.7,28157.0,1.08,45.9,1
12.4,1256.0,3.94,42.7,1
26.3,38289.0,0.5,74.9,1
62.5,2730.0,2.37,35.1,1
47.9,37541.0,2.85,70.7,0
90.3,10922.0,0.75,49.0,1
83.6,47946.0,4.88,50.8,0
40.8,19029.0,1.52,38.5,1
33.3,17020.0,1.87,54.4,0
44.2,8296.0,1.87,39.5,1
63.1,15975.0,1.54,22.4,1
34.1,43956.0,0.51,36.3,1
66.2,49820.0,3.78,20.4,1
46.8,19047.0,4.85,78.7,0
59.7,22982.0,1.51,77.9,0
49.3,36381.0,3.48,43.7,0
36.5,44424.0,3.84,63.7,1
95.4,30059.0,4.32,40.7,1
78.7,20185.0,2.4,60.3,0
22.6,21218.0,1.86,68.3,0
88.2,35085.0,1.96,76.8,0
53.9,1158.0,3.71,44.0,0
90.5,31360.0,4.18,67.0,0
82.0,18419.0,1.32,36.0,1
48.3,39916.0,2.17,79.4,1
12.0,5557.0,4.56,21.5,1
34.2,29822.0,4.13,56.2,1
58.7,24568.0,4.93,59.6,1
67.0,32474.0,3.89,61.3,0
33.2,4178.0,2.27,27.2,0
22.5,29419.0,3.16,76.3,0
85.1,28513.0,3.47,30.9,1
98.6,28472.0,0.85,57.4,0
57.3,30571.0,2.95,33.4,1
25.5,34147.0,3.69,38.4,1
34.5,40444.0,1.25,52.8,1
11.7,14221.0,4.01,45.0,0
92.3,41427.0,3.13,29.6,1
20.6,25415.0,4.78,30.3,1
61.9,4776.0,0.69,45.1,0
34.7,3869.0,1.69,65.4,0
59.9,17378.0,3.21,73.9,0
68.6,39460.0,1.83,25.0,1
84.7,35676.0,3.71,43.6,1
28.6,39642.0,3.92,26.0,1
11.0,26346.0,0.96,21.0,1
22.3,22570.0,2.81,59.7,0
91.0,8225.0,2.79,56.1,0
88.7,17081.0,2.16,29.8,1
63.8,22267.0,4.7,34.0,1
64.0,5341.0,4.22,21.4,1
69.9,11810.0,3.64,70.1,1
25.8,30313.0,3.71,78.5,0
92.3,37047.0,2.58,28.1,1
47.7,49919.0,4.64,33.9,1
44.5,46723.0,3.63,72.1,0
56.7,32486.0,3.78,75.6,0
14.2,21641.0,4.38,45.2,1
25.0,32173.0,1.73,23.0,1
76.4,39497.0,4.13,22.4,1
17.5,6798.0,1.38,54.4,0
64.3,21085.0,2.05,43.6,1
32.1,42150.0,2.01,21.7,1
45.0,19808.0,4.9,55.0,0
36.0,29022.0,4.35,20.7,1
42.0,29801.0,3.66,67.2,1
74.7,10039.0,3.77,38.4,0
36.7,18750.0,3.03,22.4,1
61.0,17391.0,4.76,55.3,0
52.8,2284.0,2.73,43.9,1
69.7,2185.0,2.21,78.4,0
94.3,41753.0,1.23,52.7,0
75.9,14380.0,4.04,36.5,1
29.3,26386.0,3.8,62.6,0
12.8,15638.0,2.23,36.3,1
33.6,47093.0,0.61,74.3,1
63.6,13706.0,4.28,42.5,1
14.6,22053.0,0.55,53.0,1
54.7,43764.0,3.67,23.0,1
63.7,42255.0,4.87,45.6,1
40.1,10119.0,2.47,69.9,0
79.4,40330.0,1.56,68.3,1
19.6,23451.0,3.67,33.5,1
16.8,24665.0,4.18,33.6,1
75.5,7541.0,2.96,69.0,0
54.6,4949.0,4.85,75.8,0
72.0,36669.0,0.73,25.7,1
49.1,25327.0,2.77,47.0,1
32.2,22406.0,3.73,40.2,1
83.7,36746.0,4.38,72.2,0
81.9,38510.0,1.31,25.0,1
72.5,8787.0,4.1,32.7,1
34.5,30901.0,2.99,65.1,1
63.1,7632.0,2.28,23.1,1
42.5,37817.0,1.09,49.6,1
18.2,33191.0,4.39,46.5,0
92.6,47874.0,1.21,40.1,1
22.3,4379.0,1.89,43.7,1
95.5,3796.0,1.81,51.8,0
50.1,14827.0,4.42,29.7,1
56.9,49937.7,1.38,48.8,0
35.3,17256.4,4.72,21.3,1
31.8,49056.2,1.13,37.9,1
16.1,11656.4,0.19,41.7,1
53.3,33662.6,4.62,36.6,0
62.2,40225.7,0.69,63.8,1
41.8,30001.0,3.2,52.3,0
62.0,12395.3,2.07,71.1,0
44.1,19358.6,1.51,60.0,1
95.8,47217.4,1.1,41.8,0
84.6,44048.4,1.5,39.7,0
71.6,33705.1,4.61,61.2,0
76.3,47968.2,4.25,68.8,1
42.9,48231.9,4.43,29.0,1
49.5,47852.4,0.35,72.6,1
98.9,14809.3,3.83,65.3,0
68.6,30980.3,2.92,64.3,1
52.6,39594.1,3.84,33.0,0
34.3,33924.1,2.94,60.6,0
68.3,16000.2,1.78,55.7,0
71.9,19696.9,4.92,76.4,1
82.8,36988.3,2.33,45.7,0
16.6,28438.3,3.8,48.6,1
71.5,30411.1,2.93,29.6,0
85.5,25076.0,2.31,77.5,1
25.8,32483.4,2.41,71.9,0
26.4,36082.0,1.04,72.1,1
79.0,17998.9,2.6,27.4,1
47.8,16145.9,1.55,22.2,1
70.0,23986.5,2.69,79.1,1
95.0,21389.5,4.6,39.6,0
44.6,41215.3,1.07,57.1,1
19.5,13150.0,1.49,52.5,0
48.0,14412.0,2.4,54.8,0
42.7,10394.5,2.52,79.6,1
43.7,26989.7,3.44,31.7,0
43.6,40853.8,0.22,46.2,0
46.6,26043.3,2.16,30.1,1
29.5,46084.8,4.74,54.7,1
43.7,44960.3,1.98,66.7,1
90.1,16932.9,4.96,78.4,1
96.8,29122.5,2.98,30.8,0
16.8,41432.2,0.24,28.8,1
34.9,27168.9,3.44,23.0,1
65.4,45162.3,1.25,31.1,0
67.1,30344.4,3.7,68.7,0
12.6,46792.5,1.83,34.5,1
62.6,20086.7,1.4,62.3,1
57.5,19176.4,4.37,43.6,0
30.5,32789.7,4.4,57.5,0
82.1,18367.9,1.05,73.9,1
79.8,28631.2,0.5,68.2,0
59.4,37972.0,1.16,60.8,1
81.4,25233.8,1.95,38.4,0
36.7,48360.6,3.2,71.0,0
45.8,37794.5,0.21,24.7,1
76.1,27816.4,0.61,67.3,0
14.3,45250.8,0.76,71.7,0
38.4,32139.2,0.58,33.3,0
50.4,13395.9,0.42,32.3,0
92.2,20976.5,1.12,36.2,1
73.8,21398.6,0.94,63.5,0
26.5,34705.5,3.25,72.6,1
22.6,48424.5,1.33,50.5,0
60.1,21100.5,3.68,21.0,1
90.9,49650.1,3.11,68.9,1
95.5,27424.7,0.22,40.1,1
59.3,37047.2,0.18,50.9,0
85.5,14748.4,3.83,45.9,1
56.2,30325.8,1.42,38.9,1
29.4,11732.1,2.28,79.5,0
23.9,20046.0,2.66,42.6,0
83.0,12040.8,0.51,20.0,0
54.5,11831.0,4.75,61.3,0
64.7,10198.9,1.88,53.2,1
19.1,47450.7,0.9,34.8,1
36.6,29644.9,3.87,74.5,1
88.6,27041.4,3.65,51.7,1
84.4,15670.3,4.57,45.5,1
91.7,22177.9,4.73,21.3,1
29.6,13088.3,2.84,68.5,0
24.4,42278.6,0.64,59.2,0
19.4,28443.3,2.99,33.0,1
11.5,34267.1,2.9,34.4,1
64.4,38533.3,4.06,27.4,0
15.6,36856.1,4.19,50.4,1
43.3,27681.7,2.57,51.8,0
62.4,47592.0,2.81,40.7,1
55.7,22557.3,4.71,36.1,0
29.6,18781.2,3.34,57.4,1
53.7,19405.0,0.64,23.4,0
49.9,20034.8,4.5,23.3,0
31.4,14472.4,1.64,49.1,1
13.2,16951.7,2.1,53.5,0
34.2,14593.2,1.7,63.4,1
49.3,16242.6,2.9,67.7,1
66.8,48721.3,2.82,65.1,0
64.1,47833.8,2.69,38.1,1
49.3,25673.2,4.04,58.5,0
86.6,22769.8,4.01,77.2,0
72.8,47117.8,3.95,29.0,1
12.6,14522.2,3.07,77.0,1
93.5,28353.2,1.36,28.5,0
90.4,49814.8,1.96,68.9,1
59.7,33598.2,4.91,53.9,1
48.3,12221.1,4.66,33.4,1
22.8,33537.8,1.78,44.1,0
26.0,49040.7,4.59,38.0,0
54.7,34488.0,3.97,47.0,0
63.0,49517.5,4.92,67.2,1
60.1,36614.5,1.06,35.1,0
37.1,24227.9,3.93,46.9,0
78.0,36955.0,4.23,46.6,1
39.6,19753.0,2.2,34.4,0
85.5,15359.1,2.47,73.1,0
92.3,27974.9,1.84,50.8,0
77.3,28455.6,3.52,77.8,1
44.9,36884.5,1.69,27.7,0
25.0,25660.3,4.49,53.6,1
93.6,11356.6,4.81,24.1,1
45.7,12092.2,2.94,53.8,0
22.7,45011.8,4.97,26.6,0
83.8,29961.5,3.92,47.7,0
14.2,40897.6,0.13,51.5,0
88.7,36782.5,3.51,24.1,0
56.6,19266.3,4.32,55.3,1
17.4,23286.1,4.92,35.9,0
82.4,13897.5,1.88,47.7,0
37.7,13211.3,2.37,25.8,1
32.6,46908.6,4.95,22.4,1
44.2,36086.7,3.1,23.3,1
69.2,35690.7,3.15,23.2,1
48.6,31789.2,2.95,45.7,1
71.4,20369.5,1.55,68.5,1
21.6,27794.7,4.19,32.9,0
34.8,46467.1,2.78,50.3,0
76.0,28901.4,4.01,35.9,0
39.2,26838.4,4.71,52.2,1
26.6,43972.9,2.01,62.0,1
74.1,12878.7,3.24,58.6,1
41.4,44856.5,4.06,77.3,1
39.2,36964.5,0.92,56.9,0
55.4,44189.6,1.94,63.3,0
16.2,42033.4,3.13,69.5,1
50.1,27022.1,3.99,20.2,0
45.3,38728.6,0.02,31.6,0
15.6,31000.7,4.16,21.3,1
70.0,36086.6,0.11,36.7,0
53.6,12003.0,1.18,59.0,1
53.3,11938.5,1.87,20.7,0
89.5,49421.6,3.15,44.7,1
62.4,43458.6,4.57,75.7,1
87.8,26694.5,0.75,44.1,0
53.4,34330.1,3.53,26.1,1
12.0,25541.0,4.74,50.5,1
92.5,21016.1,3.73,72.6,0
65.1,42316.9,2.1,73.0,0
47.9,45968.0,3.16,44.8,0
33.0,10059.2,4.52,69.2,1
68.8,13448.3,0.71,40.4,0
76.1,44434.1,4.61,26.2,0
80.1,29463.5,3.0,44.9,1
64.7,34118.2,3.48,40.9,0
97.0,49476.4,0.99,34.8,0
83.1,30381.1,4.05,68.3,0
93.6,17704.1,0.52,67.2,1
18.2,20230.3,1.12,57.1,1
11.9,39799.5,3.57,58.4,1
96.6,48907.0,1.78,41.2,1
37.1,24520.8,1.52,45.3,0
28.2,16457.2,2.95,51.5,1
13.9,31339.8,1.79,26.6,1
75.6,42777.8,1.56,59.4,0
69.5,35718.5,0.51,59.4,1
85.7,28918.1,1.0,26.9,0
71.2,16709.1,4.45,52.4,1
94.2,29420.8,1.98,36.7,1
77.7,22140.2,3.29,28.7,1
44.6,34077.8,4.1,42.0,1
45.9,47423.5,1.93,41.2,1
43.2,14444.4,3.08,23.0,0
37.4,34106.6,1.23,57.4,1
69.4,44159.2,2.86,49.8,0
75.1,20706.1,2.38,73.6,0
64.5,13283.7,3.99,47.7,1
56.7,24168.3,3.69,67.8,1
33.7,37583.1,4.89,50.1,1
55.6,10696.4,1.2,75.1,1
53.5,43337.9,4.05,60.3,1
42.3,20413.7,1.62,30.2,0
43.1,46882.9,0.87,44.6,0
93.4,17749.9,4.22,31.4,1
52.5,10839.6,1.64,41.8,1
58.7,11825.9,1.92,48.4,0
69.4,33711.8,2.3,43.8,0
57.7,32374.1,0.1,38.7,1
65.0,30696.9,3.46,29.8,0
21.3,17033.3,4.71,62.3,1
83.6,20331.6,3.42,78.9,1
74.5,42366.7,0.12,49.6,0
70.4,40985.3,4.22,46.9,1
67.8,44379.0,1.15,50.5,1
51.9,39757.6,0.47,65.6,1
35.8,13666.7,0.34,56.2,1
11.3,24917.8,1.07,74.1,1
44.2,48489.5,2.57,40.6,0
34.5,37463.6,3.4,51.7,0
63.1,33723.0,4.79,56.7,1
18.4,10404.3,2.76,26.4,1
48.2,16855.9,2.99,60.4,1
56.3,26990.4,2.21,72.2,0
56.8,42442.3,0.98,63.3,1
38.8,34105.9,3.14,76.4,1
88.1,46672.7,2.57,35.4,1
43.8,20597.3,3.51,63.9,1
10.8,29595.8,0.96,29.9,1
66.5,20291.3,0.4,53.8,0
85.9,27194.3,0.74,37.4,0
30.7,27723.1,2.49,33.9,1
42.7,21032.9,3.18,25.7,0
37.0,10624.9,3.01,75.8,0
10.2,47272.8,4.75,40.5,1
57.5,48080.2,4.95,63.0,0
19.5,46305.1,4.45,22.5,0
74.0,26533.2,3.13,23.4,0
32.8,36437.0,3.18,61.5,0
47.3,18668.3,0.23,33.1,0
15.6,32623.7,0.45,52.9,0
49.8,49772.3,0.54,76.9,0
74.2,12378.1,1.45,68.7,1
34.5,25961.6,4.35,36.3,0
44.7,29547.5,4.47,58.9,1
87.8,26034.6,4.62,64.2,1
49.6,24638.6,1.58,60.8,1
61.7,23505.2,2.57,61.6,0
36.3,25194.7,1.76,70.2,1
22.5,14433.1,3.54,24.2,0
57.7,22445.7,1.35,74.9,0
88.0,32149.3,1.67,47.9,0
84.5,21764.9,1.24,55.4,0
23.0,47219.5,3.02,44.5,1
50.8,30643.3,3.4,71.1,0
40.0,43048.1,4.38,36.3,0
40.1,13385.9,0.85,32.3,0
89.7,28240.2,0.63,53.1,0
85.3,30358.5,3.07,20.0,0
55.1,48174.6,1.68,68.6,1
90.1,43498.8,1.35,60.3,0
76.8,37071.1,1.37,28.3,1
84.7,41331.0,4.84,24.4,0
65.4,18955.2,0.47,55.7,0
69.4,26332.6,0.08,21.0,1
46.1,26630.8,1.36,41.8,0
60.9,35441.4,2.2,44.1,0
24.1,15376.7,0.5,29.5,1
32.1,31885.6,0.53,76.1,0
38.4,45154.2,0.1,66.6,0
42.5,18738.2,0.08,70.3,0
71.8,49620.7,3.68,30.9,1
59.3,26354.8,4.7,66.4,0
57.0,20104.0,3.11,27.9,0
82.1,35348.5,3.53,46.9,1
42.1,14830.6,1.88,51.3,1
50.2,20948.7,2.48,63.3,0
71.6,22849.2,1.55,75.6,0
98.5,33543.2,4.24,73.7,1
72.9,12378.0,1.53,78.3,0
48.2,25980.8,0.5,57.2,1
95.3,25869.0,2.61,32.0,0
75.4,10580.0,1.17,53.5,1
99.8,25126.8,3.52,68.9,1
94.6,47429.4,2.47,28.2,1
88.4,10252.3,2.13,39.0,1
71.5,48242.7,4.01,72.9,0
61.9,40278.6,2.85,51.3,1
83.5,41390.5,0.95,40.4,0
94.7,27097.9,3.86,74.9,0
82.8,48882.9,4.12,74.7,0
53.2,40053.0,1.48,48.1,1
15.8,27040.2,3.91,43.3,0
47.3,40106.9,4.01,33.3,1
53.9,34270.4,3.28,77.6,1
26.9,29838.5,1.72,27.4,0
11.4,42815.4,2.08,54.2,1
14.6,36637.9,3.54,75.9,1
74.6,44742.1,3.72,58.2,0
22.9,33234.7,1.97,35.2,1
84.9,18664.9,1.55,26.4,1
63.1,39380.4,4.5,52.4,1
10.9,24284.5,1.03,39.7,0
60.9,31927.4,3.93,66.8,1
28.1,21816.2,3.68,46.4,1
39.3,30642.3,0.79,32.2,0
73.1,27168.0,1.64,42.1,1
97.9,32580.2,0.65,25.5,0
89.1,12682.9,3.85,49.6,1
39.0,26902.6,2.61,67.2,0
93.3,26934.0,4.91,68.9,0
48.8,20336.8,0.37,34.5,0
40.7,38742.5,1.0,39.1,1
59.5,10052.7,3.99,70.0,0
47.9,12605.0,3.8,55.8,0
56.9,14828.0,4.1,55.6,0
33.7,24058.3,1.72,47.7,1
18.4,10992.2,2.0,74.7,0
21.3,17786.6,4.28,50.4,0
43.8,41044.0,0.42,62.0,1
21.7,23610.9,4.66,39.1,0
65.3,42085.9,1.6,24.3,0
50.0,49569.7,2.05,37.5,1
13.2,22980.8,0.48,54.1,0
81.8,37304.3,4.07,70.6,0
28.5,23406.2,3.07,55.0,0
90.4,13282.4,0.69,72.1,0
71.8,49606.5,2.49,45.4,0
52.9,12595.4,2.5,57.5,0
41.1,21162.3,0.04,72.7,0
62.7,31574.2,2.0,71.2,0
44.2,12832.4,4.95,42.7,1
20.5,25807.7,4.8,73.5,1
30.1,21314.1,3.25,42.4,0
44.1,41905.3,2.4,66.5,0
97.9,30372.9,3.08,36.0,1
62.0,46952.0,1.23,22.9,0
88.8,21906.0,0.18,23.1,0
20.9,24581.9,0.43,50.0,0
38.3,49093.8,1.0,70.5,1
68.9,39459.5,3.71,79.8,1
98.2,37208.3,2.75,72.1,1
67.5,34929.1,4.19,63.7,0
99.7,11424.3,4.22,66.4,1
84.4,28329.8,4.9,28.2,0
79.5,24749.4,2.0,42.1,0
71.6,10944.1,2.49,61.8,1
72.2,31548.3,0.35,76.1,1
78.1,21933.5,3.43,72.8,0
88.3,27013.5,3.25,43.3,1
70.1,19537.3,1.99,40.0,0
70.2,34613.5,1.87,24.9,1
69.6,15803.7,2.76,53.4,1
74.8,22343.3,2.41,75.7,1
61.5,33413.8,4.13,67.0,0
18.5,20988.2,1.4,75.1,1
13.2,29473.6,2.45,57.0,0
94.0,48771.7,0.08,29.7,1
57.0,35328.1,2.9,53.8,1
52.3,40596.6,1.6,61.1,1
87.8,49428.6,2.84,66.5,1
38.7,17846.0,3.52,60.2,1
39.3,18666.7,1.28,30.1,1
34.9,17117.5,0.7,63.2,1
49.1,30427.0,0.32,21.5,1
60.6,46388.1,3.67,28.0,1
74.8,47820.5,0.12,46.7,1
77.3,10983.8,3.97,32.5,1
93.1,46720.4,2.09,76.2,1
58.9,43565.6,0.24,62.3,0
14.6,25084.2,3.19,39.6,1
19.0,45973.5,4.22,22.4,0
64.4,29761.2,2.24,41.2,0
84.8,36536.5,2.38,79.4,0
99.5,14077.7,0.36,42.2,0
82.9,29266.6,2.34,59.6,0
99.8,29900.2,0.75,64.1,0
81.3,27014.1,3.56,49.6,0
23.2,28274.3,1.39,50.4,1
44.2,27590.2,3.73,23.2,0
61.7,16639.3,2.35,25.9,0
76.0,35468.9,2.86,70.4,1
45.8,29899.3,4.57,74.9,0
83.0,28462.6,1.8,20.6,0
38.6,38790.8,3.59,76.2,0
85.3,28499.8,0.17,62.7,1
75.7,12001.6,4.66,47.1,0
94.2,32716.1,0.38,75.8,1
23.6,27789.5,3.99,40.2,1
92.4,24188.4,2.19,36.0,1
42.3,15902.4,0.45,73.3,0
47.0,16387.6,2.27,55.0,0
42.5,14058.4,4.71,21.6,0
10.9,33584.3,1.51,69.9,0
64.3,18043.8,3.11,65.9,1
71.3,11108.6,0.49,38.7,0
71.6,17203.7,3.78,67.8,0
14.9,34825.3,2.95,26.0,1
20.8,22551.9,0.89,45.1,1
49.9,27536.5,3.84,71.6,0
13.0,34262.8,0.13,67.3,0
51.4,42443.1,4.43,40.7,1
91.0,30132.6,1.79,74.6,0
68.7,14386.9,4.22,47.0,0
58.8,49389.1,4.78,43.2,0
77.1,20443.4,0.52,59.5,0
72.7,16793.1,3.73,45.1,0
43.1,24127.3,2.96,48.9,0
94.0,48793.2,2.57,69.6,1
28.7,28832.8,0.84,62.0,1
93.9,28214.2,0.45,75.9,1
43.8,13139.1,0.03,75.9,0
47.0,23959.1,0.2,46.3,0
32.2,16358.3,0.97,41.2,1
19.9,27004.5,0.19,30.8,0
11.1,42755.5,4.82,23.3,1
26.5,38746.5,2.68,63.3,1
15.2,23281.5,2.62,55.2,1
37.6,38074.9,0.5,31.5,1
52.0,21136.9,4.37,72.7,0
94.8,23940.7,0.27,47.3,0
86.1,41957.8,4.02,64.7,1
83.8,14278.3,1.09,36.0,0
26.4,25999.5,3.66,32.6,1
78.3,11319.2,0.78,37.2,1
64.1,46748.5,0.01,49.8,0
33.4,30486.3,2.8,31.4,1
94.2,44330.5,0.18,37.1,0
19.0,22594.6,1.34,76.1,0
67.1,47632.3,3.38,52.3,0
55.5,22704.8,4.21,23.2,0
69.3,24961.9,2.38,66.7,1
65.4,26804.4,0.65,62.7,0
66.8,33136.5,2.74,62.5,1
54.8,22356.5,0.48,56.9,1
83.8,32322.5,1.05,29.3,1
38.1,22139.4,3.12,50.3,0
19.3,34928.2,0.71,48.9,1
77.4,39190.6,0.78,24.8,1
35.2,16644.1,0.34,46.8,0
92.4,29148.2,4.57,65.5,1
65.9,23588.8,1.23,74.7,1
80.7,40859.4,2.04,65.1,1
58.4,14544.2,2.92,74.9,1
92.4,27011.3,4.89,50.6,0
40.9,48780.2,0.12,54.9,0
73.7,13764.8,0.46,59.7,0
67.6,45281.6,2.63,28.8,1
62.6,21243.3,1.42,68.0,1
60.6,43379.5,2.87,57.5,0
68.1,22041.6,1.75,62.0,1
25.8,42514.4,0.34,68.4,0
80.5,11272.0,4.71,74.8,0
69.4,16526.2,4.14,46.7,1
56.9,32840.5,4.88,70.4,0
49.6,27824.8,3.5,55.3,1
72.3,46609.6,4.33,75.3,0
24.1,34461.0,3.27,47.8,0
59.5,13676.7,1.71,36.3,1
32.7,43294.3,1.77,25.2,1
77.5,12419.0,1.4,38.9,0
94.3,45765.2,2.48,58.0,0
56.3,39514.8,2.06,30.8,0
79.4,25282.8,4.53,40.1,1
93.5,20637.0,1.27,26.3,1
43.2,47616.1,3.42,68.6,1
27.9,14786.4,0.66,52.2,1
54.2,35603.0,4.24,32.6,1
73.1,36401.4,1.09,24.7,1
41.1,47480.7,0.62,68.3,1
26.4,11887.1,2.41,73.3,1
50.1,37274.3,1.69,50.3,0
76.2,23836.8,2.37,29.2,0
66.7,47316.2,2.28,76.4,1
10.9,24687.3,0.58,74.6,1
83.0,15484.7,1.96,45.3,1
82.3,34484.7,3.1,34.1,0
47.6,39307.8,0.84,29.7,0
62.6,49199.4,1.47,41.8,1
83.5,45568.2,4.77,66.1,0
86.4,25859.3,0.84,27.9,1
